caminho,classe,split,origem_dataset,resolucao,phash_orbit
dataset\_work\final\lettuce_downy_v1\val\anomala\images-28-_jpg.rf.bf8557ef3455e67ba4c24ef41a666085__ann1120.jpg,anomala,val,lettuce_downy_v1,603x590,16203014905209261184|17925674806995701502|16759168188441858806|16777772052934768272|18360653680191653112|9262879152693632224|10391676988138903272|17767292529688351976
dataset\_work\final\lettuce_downy_v1\train\anomala\22_jpg.rf.c0313d4777e954d00347896c6e65128e__ann1126.jpg,anomala,train,lettuce_downy_v1,640x555,13980622325352338059|13573668443510453806|5271974848559954832|7884488427508540134|3365981617512996796|10057247917122848194|16582908541842778989|10428987984950929737
dataset\_work\final\lettuce_downy_v1\train\anomala\06_jpg.rf.c28d170cc5a0b777aa020621281ad53f__ann1138.jpg,anomala,train,lettuce_downy_v1,456x422,8697724841237582697|16272242576504862313|16633078968298624216|11012557503007413476|7581405109341311713|7607439711824950392|16488893967962133656|15624241796992849126
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.c1b79094dd86876ea00bdd65f8923990__ann1140.jpg,anomala,train,lettuce_downy_v1,632x563,14894407947135539402|10102266947696387244|10401471047190202552|17754792321988029922|12458254866037748364|14616648284384637902|16351986700726134262|13278943618790480272
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.c0bb8bfd9f0dd744cb426f1e60db0908__ann1145.jpg,anomala,train,lettuce_downy_v1,565x640,12694536609892544748|17495164506426635208|13892710039580419270|18216133380107590292|14480080901357161458|17019339132508122288|10726011660682972412|14313760800015305920
dataset\_work\final\lettuce_downy_v1\val\anomala\30_jpg.rf.c402940f8eb1403c679472fac1579a76__ann1148.jpg,anomala,val,lettuce_downy_v1,544x427,9486092255179585270|4493050203858178960|7586820918070218902|7595686126624962454|10417941866619427390|17741526698637043075|10878400757469309289|10813165401765923177
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.c4b4b0fa4eeda130589c851056473d79__ann1151.jpg,anomala,train,lettuce_downy_v1,416x569,9588843800211258259|6825109829440053558|15481631448432702351|10692755649003335694|3900624805982484318|10627172299145089669|1022569112356545684|10372732170800060886
dataset\_work\final\lettuce_downy_v1\test\anomala\images-15-_jpg.rf.c56a4f01da897030a4dadaa18596693d__ann1155.jpg,anomala,test,lettuce_downy_v1,640x559,11684216248787508692|13446563609672173268|17933206074214143104|16142073592369763838|15295970549550455738|15320634379532510882|18362698965703066848|9247131426192351224
dataset\_work\final\lettuce_downy_v1\test\anomala\images-15-_jpg.rf.c6aa8fd803445eb1bcc6da1b1344ca13__ann1158.jpg,anomala,test,lettuce_downy_v1,640x508,7418193968178103989|11074600831338913362|15578762315198555752|16479647867999000809|5953252681985470617|13080198638456074854|16832373256030303204|7558911740178674392
dataset\_work\final\lettuce_downy_v1\val\anomala\01_jpg.rf.c52f14dcf0983a5db6e8807430c367af__ann1160.jpg,anomala,val,lettuce_downy_v1,407x640,1739624045231789650|16707151359536567477|13030228887589860489|10580304331860660846|13084325438589361127|5969174044457706520|7985467787039134866|9922788812842128564
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.1ef67d777596b5c210876e1120e75b1d__ann1168.jpg,anomala,train,lettuce_downy_v1,640x640,9841672906087244516|7986670244366162648|15047253947463682802|17632813282742676656|15607964090299504238|16474988060713784456|12730737216298857716|17494983511689777872
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.1ef77e3e37b8463ab0423b7fb00284eb__ann1169.jpg,anomala,train,lettuce_downy_v1,640x569,10879419903573154552|10817806544313033952|10406847426775508040|17782963298767657388|16187252775624712342|17931867769804356502|12455226955488741878|5216475449861631120
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1f0d58d1cd29e3f442cc46346ad3a1bd__ann1172.jpg,anomala,train,lettuce_downy_v1,388x245,15768390514703575703|11877178568011065878|9012742106290646502|4699350576359164056|1633169255601460388|10928701294190515418|10973278269372249921|16640141677200216957
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1f0d58d1cd29e3f442cc46346ad3a1bd__ann1173.jpg,anomala,train,lettuce_downy_v1,176x214,11256870827120318488|14331564219643782375|13274875396138366675|16313116011288695092|16709639756483519430|1790451556696471708|3787977985803707362|15237479539477330360
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.1f8abce32d40c7ac345aca26c149990b__ann1176.jpg,anomala,train,lettuce_downy_v1,260x390,5343071199409875032|12509761374126205925|2640400731414964122|15842139986010446502|16567531030942686125|6352453112424703562|11968926016989485787|11144064697653175332
dataset\_work\final\lettuce_downy_v1\val\anomala\images-23-_jpg.rf.1f8abce32d40c7ac345aca26c149990b__ann1177.jpg,anomala,val,lettuce_downy_v1,222x172,16205012285075346324|17886288864331183318|14043342914567339001|13562696244952572000|15435099111348254968|10724128171579728864|6926796142753626300|18013211973125792706
dataset\_work\final\lettuce_downy_v1\val\anomala\11_jpg.rf.1ff9b29d94a1a1e7874ec7b5652859b8__ann1178.jpg,anomala,val,lettuce_downy_v1,605x640,12876831084539391402|12840451221584759466|14752293251720001732|14745570567049175772|12270702298966143666|12298677071494886322|15916401866830422732|14175125094185876172
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.206fcc5db2d1ae467da9f9c2f9c85085__ann1179.jpg,anomala,train,lettuce_downy_v1,590x379,12205993498154118300|7699353992430865350|1786684309573835418|16655497143509329574|14324775889984412010|11253427415296664745|11972371336786224359|11140473698850687768
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.206fcc5db2d1ae467da9f9c2f9c85085__ann1180.jpg,anomala,train,lettuce_downy_v1,621x369,2998615447956896018|7730116243342058422|3937522973932622828|10654066384296949448|13142596029232924267|1313213609093405993|14426845767443995283|17047023355676632118
dataset\_work\final\lettuce_downy_v1\train\anomala\26_jpg.rf.200d1467eacb5bdb68c110f6b23e61c0__ann1181.jpg,anomala,train,lettuce_downy_v1,237x268,4052171817787795086|16412194344189533070|14808842262822474578|5493888204018103733|10275833289182004195|10242900278809738296|13057401742750531148|5932177298061231053
dataset\_work\final\lettuce_downy_v1\test\anomala\30_jpg.rf.1fd2b858523fb33b44c0691332d0ae32__ann1182.jpg,anomala,test,lettuce_downy_v1,351x551,12513719876168899033|5362215165379765348|16671662311200804458|1749044474163072425|7234096418110728778|15697800377865447853|12217660725586969880|7660170734196776423
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.1d0c6b1c0007926479e82540ef3ffc0d__ann1183.jpg,anomala,train,lettuce_downy_v1,491x619,11222199953531976078|2756824856795964046|14768315582762280902|14713513542261741980|10259845199542174246|10284441870801288603|11248137493903978700|14296511891811922892
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.20953339e1c29659ff688400b9e874b2__ann1185.jpg,anomala,train,lettuce_downy_v1,640x467,7411425374597514937|11071196743339318882|11034597030950856292|7402013906964158681|7106174186590741657|13368429014606994022|15679309914453096806|7270612093718700697
dataset\_work\final\lettuce_downy_v1\train\anomala\images-18-_jpg.rf.20307849ba8d733f1bed98a29c29aec7__ann1186.jpg,anomala,train,lettuce_downy_v1,374x320,10463152498833853485|8562001207846030923|6463007592190078628|7300919293969664346|5462338791737315958|3282204884062254225|6523986854035018341|11848447944258203993
dataset\_work\final\lettuce_downy_v1\train\anomala\images-1-_jpg.rf.206e9dcc1135cc68310ae155096cb501__ann1187.jpg,anomala,train,lettuce_downy_v1,504x467,1831077301392611731|7451537255529473590|2627344980142288230|11209973585284975001|3919939730999699815|10635753723139942681|11045478534210621851|7380777273851672100
dataset\_work\final\lettuce_downy_v1\train\anomala\26_jpg.rf.207aa6cf6c15266826c4e886d2e811c5__ann1188.jpg,anomala,train,lettuce_downy_v1,309x283,16619466482102570016|11014348465185738507|1186747259758741198|8638409748533190284|851113893187279512|2309286914617025766|10132703225288843639|14881606587384625168
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.2010ee8f4ab65771375d009ecd4157b6__ann1189.jpg,anomala,train,lettuce_downy_v1,604x348,3871185745337791536|5936469748927288307|7524572619747660592|16846165792712177395|17569573130867008082|3473518632388442421|17525461758374496745|3500335154095090792
dataset\_work\final\lettuce_downy_v1\train\anomala\-8-_jpg.rf.20af61f60390affbdaabb12666a45f07__ann1193.jpg,anomala,train,lettuce_downy_v1,356x417,7306640591182022872|6456359872067071204|10504670647128300122|8569373508127074181|16495740594205333849|15620975872535062117|9630823127974407286|6492658099354519697
dataset\_work\final\lettuce_downy_v1\val\anomala\images-28-_jpg.rf.20c02720789968343d5c1d7b3b7668c7__ann1194.jpg,anomala,val,lettuce_downy_v1,577x640,7991245482189118480|9914716677100324087|16760764783236795635|16764284355023653936|17853452629995591817|1215078230203819630|3516417160349198056|17567614831865010920
dataset\_work\final\lettuce_downy_v1\train\anomala\17_jpg.rf.212e3dfdb77a5f81de591b1af70c1776__ann1195.jpg,anomala,train,lettuce_downy_v1,572x395,12753304521891406671|17492144608927430925|10577447702988222885|13163136443297067354|953041486995570930|5720618862669921456|6517193102428122294|11921559168859032210
dataset\_work\final\lettuce_downy_v1\test\anomala\27_jpg.rf.2191910b209b0aa696cddeff62017bc3__ann1197.jpg,anomala,test,lettuce_downy_v1,360x621,3941885853288673992|10651815545489928940|12928394121846014570|3470437826044673449|17019922719859921555|14461736176377443382|12231064984074332464|7656930586881256115
dataset\_work\final\lettuce_downy_v1\train\anomala\03_jpg.rf.21537fd5f2fc70a4029eb12cd103a34a__ann1200.jpg,anomala,train,lettuce_downy_v1,290x451,2557090274758333217|4305941037537703545|7373731404698511911|11084621311399667995|8734228238379172155|2419439658872896547|1993321772727719065|2840137587862099046
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.2158cdcaf9a212871199edc96eaf8550__ann1202.jpg,anomala,train,lettuce_downy_v1,640x555,12025161752576850363|11130875833937322018|13146236915752956122|10588513119222821024|2477209423749085338|13545126618258006438|11597005309129060754|15776273016210616502
dataset\_work\final\lettuce_downy_v1\train\anomala\-10-_jpg.rf.22853129dd2e21991f6dc934394b3669__ann1203.jpg,anomala,train,lettuce_downy_v1,578x412,2910396943209093249|16949733043219064190|12244210630765894162|7694623930669376695|9143931455885031915|9320301217853629224|13232917606321342570|1358640343606422697
dataset\_work\final\lettuce_downy_v1\train\anomala\images-2-_jpg.rf.217ef649e1a4959d461eb782b6ce17dc__ann1204.jpg,anomala,train,lettuce_downy_v1,558x454,14606248655542653592|12408107726894970598|10957902034810099612|16624876485428712646|16624574667200672428|10994031982191686602|14273237370851407846|11301610490553766552
dataset\_work\final\lettuce_downy_v1\train\anomala\images-29-_jpg.rf.2173db103006b672b4e55312433c3d61__ann1207.jpg,anomala,train,lettuce_downy_v1,632x537,7238468611207900836|15695558606919600858|16630270300880302664|11001333615202316525|15747615600997028313|11866664857723237476|17127385841716866200|5256459749122558694
dataset\_work\final\lettuce_downy_v1\train\anomala\images-31-_jpg.rf.21c01dbc9076d44a426e7da79fd74ca8__ann1209.jpg,anomala,train,lettuce_downy_v1,297x401,4042360900442768365|16386177596560522312|15290083489990238553|15308700266296539237|5205163730536851427|17132767569684011320|7311744086030775252|6476719968032993748
dataset\_work\final\lettuce_downy_v1\train\anomala\images-31-_jpg.rf.21c01dbc9076d44a426e7da79fd74ca8__ann1210.jpg,anomala,train,lettuce_downy_v1,265x434,5533459655379333747|14820445063835071281|1823225121067593058|7443704262330960313|3581228613980957901|8300933669687446092|13351286758492949863|7092550897391455513
dataset\_work\final\lettuce_downy_v1\train\anomala\images-40-_jpg.rf.227ab34b056ddc74929e759970875af9__ann1211.jpg,anomala,train,lettuce_downy_v1,422x480,11899869845839429931|6546496864552385835|2576576524585314453|4286464439099255382|3133901323139078490|3116953400929166501|6263058314890083387|10784015150648574243
dataset\_work\final\lettuce_downy_v1\train\anomala\04_jpg.rf.20cc9a0ef1d778fb643b41644c5e54c0__ann1214.jpg,anomala,train,lettuce_downy_v1,485x416,12415172200763226613|14566134972565708880|15935228799657732722|4925686386055162289|5791677733743240650|17724421642166029228|12801987388315097924|8244450661824865757
dataset\_work\final\lettuce_downy_v1\train\anomala\-10-_jpg.rf.22080af4b1be2cd851aade27ba0aef7e__ann1215.jpg,anomala,train,lettuce_downy_v1,414x587,12949190829793856217|3662231553006021732|7884341275016531089|5307927868713324150|7254215646569615922|15693527042274669747|8560794391131498825|10487845428313090669
dataset\_work\final\lettuce_downy_v1\train\anomala\13_jpg.rf.221aacff4749ffb5c9c3566c1e30ab38__ann1218.jpg,anomala,train,lettuce_downy_v1,327x331,5638312705594977588|10160980501289912787|9820475524419070165|17180552054098749972|15224715708812034957|3777833294315339598|1507202933263265262|15395672245734361480
dataset\_work\final\lettuce_downy_v1\train\anomala\images-11-_jpg.rf.229ecab96bf0207fc64537c3c224d7bc__ann1220.jpg,anomala,train,lettuce_downy_v1,640x552,12532564255644726828|5388775398829036491|4956857098738693590|15973192409017373076|14669228517670438986|3185863832830274733|10687449614936550621|15453453187268987460
dataset\_work\final\lettuce_downy_v1\train\anomala\images-21-_jpg.rf.22ff3f93b360569ce30d3a87f486e469__ann1221.jpg,anomala,train,lettuce_downy_v1,640x640,16768718271041811660|16758687828070552268|18003642583271251668|6945787226427000532|14759086312096109288|14750428201921853160|15314104177721107552|15320958712999959033
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.22e80c02c3f6f9f6340ae947b93fdcb9__ann1225.jpg,anomala,train,lettuce_downy_v1,424x640,15044507315008136685|14153745393790507336|16350814093991008506|13288077876305650848|5213255383387499716|17106311425293535440|11593651772219746488|18075417851975625186
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.22e80c02c3f6f9f6340ae947b93fdcb9__ann1226.jpg,anomala,train,lettuce_downy_v1,438x640,9234967719150662324|18314929756992942802|17361642374247858889|17325471997222304876|15182421369036155902|13020518041080965504|7835253694947946736|14538298969725989104
dataset\_work\final\lettuce_downy_v1\train\anomala\images-40-_jpg.rf.24fd8ec2465bdf15ec7d54511caafa00__ann1227.jpg,anomala,train,lettuce_downy_v1,493x458,5072674801002641002|11338300951868248489|4065297968296387590|16404806466668190111|12218710612992874909|7671555370992690502|11518459239204170211|460612474720643640
dataset\_work\final\lettuce_downy_v1\test\anomala\images-27-_jpg.rf.22daee94d879f3fc691203476d3e6eeb__ann1230.jpg,anomala,test,lettuce_downy_v1,505x581,11198579016358848226|2765744453218175416|6398749522282038856|16557704398973017581|13297321251801751846|16313786500239616411|17122041076136855781|5207941118744644696
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.244baa340c89e7e3b7f5aa3bd870beb8__ann1231.jpg,anomala,train,lettuce_downy_v1,609x320,2506396736971829822|13505378626372743555|17035894383046881581|14423088465024806987|9489393782685068475|4499772800999016482|5436080911329929672|3310590395601611756
dataset\_work\final\lettuce_downy_v1\train\anomala\03_jpg.rf.234812a1eed659498b3f40abfe5293a7__ann1236.jpg,anomala,train,lettuce_downy_v1,394x479,10620148301218624361|3943435590705820257|3360918177796731548|10077500829912445894|7003844859876718902|7616460723473375891|14317966476814441099|11255263590520824878
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.22a34be9e10eafac21db9c0da1c3a8c4__ann1238.jpg,anomala,train,lettuce_downy_v1,618x414,8676399997241053796|16278608525649556697|2601173156004422690|15808588877771888827|15687441373198084577|7265081306659383416|13535789320373494747|2514394157988518180
dataset\_work\final\lettuce_downy_v1\test\anomala\images-29-_jpg.rf.24d91da3c5b4046d7ec7ecd153ed70c8__ann1239.jpg,anomala,test,lettuce_downy_v1,425x546,7803830793454985680|14540325169491835124|8990621206269623229|13933195675583652162|17615894979884665289|15033336183034104940|4765138592738008257|13653730228388414844
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.254520f3a9b00f44fabb8ee743d84d29__ann1242.jpg,anomala,train,lettuce_downy_v1,360x640,15174778388945976690|3753427233358300080|12020602442531754734|11129692254565676424|12701164313144596020|8231848507856951250|9851005486841492634|17172872773471752614
dataset\_work\final\lettuce_downy_v1\test\anomala\images-33-_jpg.rf.254520f3a9b00f44fabb8ee743d84d29__ann1243.jpg,anomala,test,lettuce_downy_v1,350x625,11953061118952123630|6519044557433916040|15163143488507733682|13009084762120034482|9856913181485332570|17198311248539541925|12869067287038888372|12891210055353790162
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.243f29ad2938b573e1260a73da044448__ann1244.jpg,anomala,train,lettuce_downy_v1,288x433,15841222172511281077|2599761959795951186|14895262884889549000|10129341900446541036|5910471427348567076|13087341429008881627|17051921733694952076|14472571259492939470
dataset\_work\final\lettuce_downy_v1\train\anomala\images-23-_jpg.rf.243f29ad2938b573e1260a73da044448__ann1245.jpg,anomala,train,lettuce_downy_v1,254x169,14291158280144481516|11301178270572660936|4042220453993516931|16422134251319136054|14468052159701833116|17072271992878814406|3895516813666346979|9443795634384148536
dataset\_work\final\lettuce_downy_v1\train\anomala\30_jpg.rf.2423b10dba9069883474a54ed52b0dfa__ann1246.jpg,anomala,train,lettuce_downy_v1,551x356,17531869785454825190|3480599211231251864|2514948458816367176|13445735065877981677|10992707963072957744|16595325486565314035|17125407941283322042|5218029762897045026
dataset\_work\final\lettuce_downy_v1\train\anomala\26_jpg.rf.228ebfeade364ef31f918c1129eb8987__ann1247.jpg,anomala,train,lettuce_downy_v1,311x235,14236885382946240180|6644557899707290578|9700216784646801052|11422842090575044294|15173631639553455708|12985696690858333125|14275877892177430174|11278745806646517382
dataset\_work\final\lettuce_downy_v1\train\anomala\11_jpg.rf.257cbcff78dbd08abc716d53d045b4a3__ann1248.jpg,anomala,train,lettuce_downy_v1,640x640,7650116697112949448|12226088428918448876|11404902244050249600|9700091328652253950|17051246418205518761|14461818842926295658|18309994022986685830|9270566692991944350
dataset\_work\final\lettuce_downy_v1\train\anomala\images-1-_jpg.rf.24f25bad91fef318b4326bd962df2d21__ann1252.jpg,anomala,train,lettuce_downy_v1,561x549,16444430801733134757|15029538842802416218|8481041866902063320|5886929129578228964|6515068842067465168|11937295585630631652|16495674308934414929|15620992291076223605
dataset\_work\final\lettuce_downy_v1\train\anomala\images-27-_jpg.rf.25b12ce07ff5c3ff03d75a863f1e587a__ann1253.jpg,anomala,train,lettuce_downy_v1,556x465,16384425488676141958|4069507803685397134|1437598423126726386|3976952918497269168|10241846676046969144|9708464941294182883|12724212436630581303|17462181078681842451
dataset\_work\final\lettuce_downy_v1\test\anomala\22_jpg.rf.25e7274964003271054f889523168584__ann1254.jpg,anomala,test,lettuce_downy_v1,640x487,7472342069736158609|1815539295274160758|218488466247628615|4607080884218303005|8526040538369438233|10499531969486369639|2094828739038015295|5167657621095319555
dataset\_work\final\lettuce_downy_v1\train\anomala\images-28-_jpg.rf.263f83a7b9d06461b542b0954336808f__ann1256.jpg,anomala,train,lettuce_downy_v1,588x532,14586656837888362212|12432489994791460056|9841252997600290000|17164937067370830516|15608390771706923436|16485104631743475402|13031889740542719726|15034342436734735240
dataset\_work\final\lettuce_downy_v1\train\anomala\-2-_jpg.rf.26f18383197d2897b61710d225fa49fb__ann1258.jpg,anomala,train,lettuce_downy_v1,604x575,17624523071301643876|15030403829172963801|13021376201671563478|15155426016096511124|15675208328990463696|7236894035563157236|10692712293355180754|15481224099622598068
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.270d84436b70e2c52e7d9d35237c52d4__ann1260.jpg,anomala,train,lettuce_downy_v1,632x630,11121864597075189904|11882123956912322806|16492428834584455420|15616505258148423872|17796232161536828836|10439529499984681114|13900629496194185432|18224045658491379940
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.26af8b9f7334bdf57da5684ea96783e9__ann1261.jpg,anomala,train,lettuce_downy_v1,640x563,17062682079044163242|14460131174949098666|10994036443036357870|16624592003786135176|12291560096121793736|12310266243173239532|9860201171621951206|17191613492456166040
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.25ee0972fc634e44a33172d6b6c5bfd3__ann1264.jpg,anomala,train,lettuce_downy_v1,593x374,7125215408781579202|1835327258021475516|14526907934838549861|7521680760653498457|13561735735738136601|14038723672141324642|6433573335927382632|7344767106097977801
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.25ee0972fc634e44a33172d6b6c5bfd3__ann1265.jpg,anomala,train,lettuce_downy_v1,600x329,16344374300828100978|13309395654313273521|13884993949667865715|18172844223321723441|12783600406374167736|8280397419240346338|3590100668971037436|8337401434654421440
dataset\_work\final\lettuce_downy_v1\val\anomala\images-15-_jpg.rf.25e5d4f29d6ed28ab98b3b273ffe62ec__ann1268.jpg,anomala,val,lettuce_downy_v1,640x441,2633403699231562203|15793739693555213860|11489100787780011568|464364638988770547|2622881198063627995|15823930874798967588|17553955789662679302|3514577288680993183
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.25f426c7c649c39c1ebbbc7c79b42fc9__ann1271.jpg,anomala,train,lettuce_downy_v1,387x640,6654256029070235334|14259991426910885532|18223423043488958157|13878025675504655436|11283244870277981637|14309690053329836124|5520345160122538176|14827771690730841852
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.25f426c7c649c39c1ebbbc7c79b42fc9__ann1272.jpg,anomala,train,lettuce_downy_v1,380x640,7900886678421953131|5285702822658090024|10650078150418686112|3948613000237480058|2928694754316540489|7771793236386293101|8861013010253794358|11592505931751869587
dataset\_work\final\lettuce_downy_v1\test\anomala\images-31-_jpg.rf.2811811b825db4e9b3b478bed82c5ba3__ann1274.jpg,anomala,test,lettuce_downy_v1,294x395,16560118815754098744|6373936754427029475|10693742107774434407|15427446301761913625|16422214570665669720|4042061871893500389|1856589566086748630|7438970242967889812
dataset\_work\final\lettuce_downy_v1\val\anomala\images-31-_jpg.rf.2811811b825db4e9b3b478bed82c5ba3__ann1275.jpg,anomala,val,lettuce_downy_v1,263x428,8228871713959242316|12804635768887486669|5105487236039502257|11359297713478396018|14819319777842213809|5542467365869138546|8244060210307900573|12819896929153833542
dataset\_work\final\lettuce_downy_v1\train\anomala\images-28-_jpg.rf.2692297dff3585a23a5f1fbff7aaabcc__ann1276.jpg,anomala,train,lettuce_downy_v1,556x579,14764543800820026968|14166270289162702053|15569562273739877608|16480838559013980904|16540796302988122308|6399213088871212748|16774385403308521444|16765941102660424408
dataset\_work\final\lettuce_downy_v1\val\anomala\11_jpg.rf.26ffe298c1171c627ba520785ec21e60__ann1277.jpg,anomala,val,lettuce_downy_v1,592x640,6677049940473246226|14225281528315883959|13863815970057593678|18201626835029736077|13236415090457733829|1329251668459891036|10176493089505122812|5666561658138093248
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.27d64240e75e141967b370613609b178__ann1278.jpg,anomala,train,lettuce_downy_v1,358x633,14162847549229396422|15910846450482049420|15756296699346858886|11847500047633822366|10120085498936348380|14299444332406148292|11399353684166339236|9706165515434371546
dataset\_work\final\lettuce_downy_v1\val\anomala\images-33-_jpg.rf.2867c5dadfedb5acb6773285811bcc27__ann1279.jpg,anomala,val,lettuce_downy_v1,349x640,12858859637920372276|12840295330937608147|13399419645725275802|7120276546000294310|15246836051577418162|3753427199271138226|12002625388729454690|11130321793146811577
dataset\_work\final\lettuce_downy_v1\train\anomala\images-33-_jpg.rf.2867c5dadfedb5acb6773285811bcc27__ann1280.jpg,anomala,train,lettuce_downy_v1,346x627,15919039754642716816|14134737052399100150|10419250102115543473|17791125204400761458|17789443693748168900|10446324101269875676|8244629297877673718|12801918080831494288
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.27cee3834356f31168ffa5548b97bc71__ann1281.jpg,anomala,train,lettuce_downy_v1,512x603,7273510084665471153|15695241207864291442|16420323145165498552|4096255415003834464|8282351414138818777|12821946750804881508|6982992681212500024|13324100591815024867
dataset\_work\final\lettuce_downy_v1\train\anomala\28_jpg.rf.28bd4b6f2f074341bf6748111b9a7a82__ann1282.jpg,anomala,train,lettuce_downy_v1,504x602,5284049106800898139|5608268697955660069|3165369374646397231|3118912936889968651|2734132177260434509|6588931880235979849|822103301298997291|3452487293165038891
dataset\_work\final\lettuce_downy_v1\train\anomala\images-15-_jpg.rf.28be7f3fc3f18c9b9d13479f21f40f11__ann1283.jpg,anomala,train,lettuce_downy_v1,640x437,15175631406533480998|13017314723705824921|446350753799199961|11489663801637848164|11071803656587880116|2779477693340359378|7261009095807497119|15698542581367517446
dataset\_work\final\lettuce_downy_v1\val\anomala\images-4-_jpg.rf.2b2c20591f323ac72420254dd5beddc7__ann1289.jpg,anomala,val,lettuce_downy_v1,440x404,12586340267821212786|9955886939624889009|14208417513872740950|6668688868418827413|12815637381733034634|8260918715867573166|10787445534570416988|6256293791879147205
dataset\_work\final\lettuce_downy_v1\val\anomala\images-15-_jpg.rf.2af36861cd2ac1dbd0b194db132b0dd9__ann1290.jpg,anomala,val,lettuce_downy_v1,427x640,8273977988665132593|12768892258488194419|10098814570860435558|14887690792734483609|8328682154652808369|3550747101700019058|11089211155278961614|7410863043052185228
dataset\_work\final\lettuce_downy_v1\train\anomala\images-1-_jpg.rf.2b13ce28d4bdb88f2858cb6bb5192243__ann1291.jpg,anomala,train,lettuce_downy_v1,498x521,14576685893131842258|12442791108167513012|17767784166239874444|10391603204221455054|13020951679777680812|15146329947150895818|14864815162394949264|10136909770651177974
dataset\_work\final\lettuce_downy_v1\val\anomala\30_jpg.rf.2b3c49299400587a2fe9f5ce685a98e6__ann1292.jpg,anomala,val,lettuce_downy_v1,324x514,7577633227660905692|7596282147724905668|14507330294591669866|7842413632915348905|14180930141108726633|15910351911311190377|12222094235492013420|7657920572908917961
dataset\_work\final\lettuce_downy_v1\train\anomala\16_jpg.rf.2b8bc3176a7463206da38f572fff4e8e__ann1293.jpg,anomala,train,lettuce_downy_v1,375x544,465780492628424984|11498231051479245287|10851965120659708329|10837569576710202474|16672828951129526687|1763560468012103174|7666362623495530134|12239053103410485654
dataset\_work\final\lettuce_downy_v1\train\anomala\27_jpg.rf.2c6f09f97fd0b94300091ee34044c19a__ann1295.jpg,anomala,train,lettuce_downy_v1,393x591,11821238971125212390|14001587421562067608|17361897512492508050|17325458596928166582|11014336331900866498|16583639685989535140|13121981577907433712|10566529818375614960
dataset\_work\final\lettuce_downy_v1\train\anomala\01_jpg.rf.2cbef7226492dd3236ae5b203ea0d2d7__ann1298.jpg,anomala,train,lettuce_downy_v1,369x640,13128815969418520214|10571013437174487702|15776906299810101144|11867219156557107942|10852173885110530962|10855551498296505014|16578397406686916772|11004490330318107354
dataset\_work\final\lettuce_downy_v1\train\anomala\images-3-_jpg.rf.2ac4a2774a3173864d65e37389c6f197__ann1300.jpg,anomala,train,lettuce_downy_v1,396x443,15157535671814740556|13017014368168355277|17750191974058924470|10400329478975547026|14818484115560048052|5501943731636558546|10549221215088956816|13157764718936020470
dataset\_work\final\lettuce_downy_v1\train\anomala\images-4-_jpg.rf.2bb40b6e50e56218574cc4fc05c602c6__ann1302.jpg,anomala,train,lettuce_downy_v1,370x405,17642484369701481875|15029833634774338358|8260776329179147686|12815779222489025178|3912485894320461008|10605256337014314740|11117780321700666033|12010446878541653106
dataset\_work\final\lettuce_downy_v1\train\anomala\images-28-_jpg.rf.2b6d38bea44d72bbffd5ecd724aee8c8__ann1303.jpg,anomala,train,lettuce_downy_v1,589x563,18213906432282119892|13897031589423582420|16471382698867610360|15606704634450588896|15315891137163353280|15334299421983360252|16191811039189767896|17929538911979935460
