caminho,classe,origem_dataset,categoria_original,largura,altura,formato_original
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (960).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (961).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (962).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (963).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (964).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (965).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (966).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (967).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (968).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (969).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (97).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (970).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (971).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (972).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (973).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (974).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (975).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (976).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (977).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (978).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (979).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (98).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (980).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (981).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (982).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (983).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (984).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (985).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (986).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (987).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (988).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (989).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (99).jpg,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (990).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (991).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (992).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (993).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (994).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (995).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (996).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (997).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (998).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (999).JPG,saudavel,spinach_sy69db2nz5,Healthy-Leaf(1399),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (1).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (10).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (100).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (101).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (102).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (11).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (12).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (13).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (14).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (15).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (16).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),433,577,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (17).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),300,400,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (18).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),300,400,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (19).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),1533,2044,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (2).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (20).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (21).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (22).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),5712,4284,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (23).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),5712,4284,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (24).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),5712,4284,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (25).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),8064,6048,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (26).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),8064,6048,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (27).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (28).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (29).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (3).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (30).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (31).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (32).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (33).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (34).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (35).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (36).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (37).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (38).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (39).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (4).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (40).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (41).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (42).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (43).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (44).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (45).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (46).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),3213,5712,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (47).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),3213,5712,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (48).JPG,anomala,spinach_sy69db2nz5,Anthracnose(102),2268,4032,MPO
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (49).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (5).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (50).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (51).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (52).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (53).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (54).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (55).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (56).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (57).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (58).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (59).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (6).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (60).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (61).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (62).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (63).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (64).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (65).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (66).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (67).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (68).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (69).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (7).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (70).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (71).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (72).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (73).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (74).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (75).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (76).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (77).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (78).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (79).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (8).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (80).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (81).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (82).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (83).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (84).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (85).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),2296,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (86).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (87).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (88).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (89).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (9).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (90).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (91).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (92).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (93).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (94).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3000,4000,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (95).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (96).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (97).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (98).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Anthracnose(102)__Anthracnose (99).jpg,anomala,spinach_sy69db2nz5,Anthracnose(102),3060,4080,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (1).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),675,1200,JPEG
dataset\_work\spinach_classified\spinach_sy69db2nz5\anomala\Bacterial-Spot(752)__Bacterial-Spot (10).jpg,anomala,spinach_sy69db2nz5,Bacterial-Spot(752),675,1200,JPEG
