caminho,classe,origem_dataset,origem_pasta,categoria_original,imagem_original,split_roboflow_original,bbox_w,bbox_h,crop_w,crop_h
dataset\_work\crops\lettuce_v2i\anomala\images-17-_jpg.rf.eb6b572863bfac41b96038181e22d12d__ann4811.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-17-_jpg.rf.eb6b572863bfac41b96038181e22d12d.jpg,train,129,139,139,150
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.eb757a5037c1c2586101e9464dbc3d5b__ann4812.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.eb757a5037c1c2586101e9464dbc3d5b.jpg,train,27,209,29,225
dataset\_work\crops\lettuce_v2i\anomala\images-31-_jpg.rf.eb5a7ae6aa1581345942b60c3fc99de1__ann4814.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-31-_jpg.rf.eb5a7ae6aa1581345942b60c3fc99de1.jpg,train,121,200,131,231
dataset\_work\crops\lettuce_v2i\anomala\04_jpg.rf.eb6f1da27403069156f2cfc2296aa953__ann4815.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,04_jpg.rf.eb6f1da27403069156f2cfc2296aa953.jpg,train,221,43,239,46
dataset\_work\crops\lettuce_v2i\anomala\-3-_jpg.rf.eb776259291ec0997ee5adfee4696bcb__ann4816.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,-3-_jpg.rf.eb776259291ec0997ee5adfee4696bcb.jpg,train,212,127,229,138
dataset\_work\crops\lettuce_v2i\anomala\bacterialleafspot3_600px_jpg.rf.eb7957f85aa31f89ceb9f2d7f4727914__ann4817.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,bacterialleafspot3_600px_jpg.rf.eb7957f85aa31f89ceb9f2d7f4727914.jpg,train,77,104,83,112
dataset\_work\crops\lettuce_v2i\anomala\images-28-_jpg.rf.eb7a09e5d54b179bfe08a35d6c34c6e2__ann4818.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-28-_jpg.rf.eb7a09e5d54b179bfe08a35d6c34c6e2.jpg,train,113,161.5,123,174
dataset\_work\crops\lettuce_v2i\anomala\images-16-_jpg.rf.eb7c8c07702624c1a5a7441a0b6ab8db__ann4819.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-16-_jpg.rf.eb7c8c07702624c1a5a7441a0b6ab8db.jpg,train,89,105.5,96,113
dataset\_work\crops\lettuce_v2i\anomala\22_jpg.rf.eb7fd241a8932f04ef97f5efc6e961a7__ann4820.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,22_jpg.rf.eb7fd241a8932f04ef97f5efc6e961a7.jpg,train,149,245,161,256
dataset\_work\crops\lettuce_v2i\saudavel\162_JPG_jpg.rf.eb8067b9e382d704c85c9e19836a388a__ann4821.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,162_JPG_jpg.rf.eb8067b9e382d704c85c9e19836a388a.jpg,train,209,68,226,74
dataset\_work\crops\lettuce_v2i\anomala\-6-_jpg.rf.eb7e1f20335c24ddfc0643ab2b137dac__ann4822.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,-6-_jpg.rf.eb7e1f20335c24ddfc0643ab2b137dac.jpg,train,247,228,256,246
dataset\_work\crops\lettuce_v2i\anomala\-6-_jpg.rf.eb893fe0a2326372c55c693162dfa56c__ann4823.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,-6-_jpg.rf.eb893fe0a2326372c55c693162dfa56c.jpg,train,215,243,233,256
dataset\_work\crops\lettuce_v2i\anomala\ba16_jpg.rf.eb8446e269b92e71384a8abda14ded66__ann4824.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba16_jpg.rf.eb8446e269b92e71384a8abda14ded66.jpg,train,74,76,85,83
dataset\_work\crops\lettuce_v2i\anomala\images-1-_jpg.rf.eb9314deeb2acd3ab9de7477882f7945__ann4825.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-1-_jpg.rf.eb9314deeb2acd3ab9de7477882f7945.jpg,train,256,244,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.eb8cc421a1185d4fd32fdd624f670a48__ann4826.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.eb8cc421a1185d4fd32fdd624f670a48.jpg,train,58,205,63,222
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161641_jpg.rf.eb9bbd9f073ce2b74cef38a9722f1ee4__ann4827.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161641_jpg.rf.eb9bbd9f073ce2b74cef38a9722f1ee4.jpg,train,186,139,200,151
dataset\_work\crops\lettuce_v2i\anomala\ba18_jpg.rf.eb8283239408b4cc741ddd6920552014__ann4828.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba18_jpg.rf.eb8283239408b4cc741ddd6920552014.jpg,train,105,81,114,87
dataset\_work\crops\lettuce_v2i\anomala\ba5_jpg.rf.eb98a4e89585d153fc6e7df4abb3b3d1__ann4829.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba5_jpg.rf.eb98a4e89585d153fc6e7df4abb3b3d1.jpg,train,112,96,123,104
dataset\_work\crops\lettuce_v2i\saudavel\RQZH14XT8LA0_jpg.rf.eb9cdd17bc50b45923262f32d1ca5523__ann4830.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,RQZH14XT8LA0_jpg.rf.eb9cdd17bc50b45923262f32d1ca5523.jpg,train,172,188,186,203
dataset\_work\crops\lettuce_v2i\anomala\images-24-_jpg.rf.ebb14c9d26f48d649df4af6413d91ca6__ann4831.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-24-_jpg.rf.ebb14c9d26f48d649df4af6413d91ca6.jpg,train,204,256,220,256
dataset\_work\crops\lettuce_v2i\anomala\5485248_jpg.rf.ebaeacfa4b8be57857b474e2619a816c__ann4832.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,5485248_jpg.rf.ebaeacfa4b8be57857b474e2619a816c.jpg,train,160,256,173,256
dataset\_work\crops\lettuce_v2i\saudavel\9_JPG_jpg.rf.ebb5734a85a3bc5c2370be13de1a273c__ann4833.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,9_JPG_jpg.rf.ebb5734a85a3bc5c2370be13de1a273c.jpg,train,252,165,256,178
dataset\_work\crops\lettuce_v2i\anomala\images-5-_jpg.rf.ebb62ae6c7b4677b90f350019771bdb5__ann4834.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-5-_jpg.rf.ebb62ae6c7b4677b90f350019771bdb5.jpg,train,241,38,256,41
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.ebb79b92ec415996aff8b3392ab1f564__ann4835.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.ebb79b92ec415996aff8b3392ab1f564.jpg,train,227,73.5,245,79
dataset\_work\crops\lettuce_v2i\anomala\11103_jpg.rf.ebbfc17ae682ae8630cd33b2a47f96b1__ann4836.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,11103_jpg.rf.ebbfc17ae682ae8630cd33b2a47f96b1.jpg,train,150,189,162,205
dataset\_work\crops\lettuce_v2i\saudavel\12_JPG_jpg.rf.ebc5808a21c3ccb56e9d4283a0f11867__ann4837.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,12_JPG_jpg.rf.ebc5808a21c3ccb56e9d4283a0f11867.jpg,train,168,161,182,174
dataset\_work\crops\lettuce_v2i\anomala\soft-rot-1-1-_jpg.rf.ebca8012d92ededa66ca4a4dec8f978d__ann4838.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,soft-rot-1-1-_jpg.rf.ebca8012d92ededa66ca4a4dec8f978d.jpg,train,230,136,248,146
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.ebceab95d0be4f888fea0fb5d8b064e0__ann4839.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.ebceab95d0be4f888fea0fb5d8b064e0.jpg,train,209,155,225,168
dataset\_work\crops\lettuce_v2i\anomala\27_jpg.rf.ebcacaed71b035c4c217e9e0276894c6__ann4840.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,27_jpg.rf.ebcacaed71b035c4c217e9e0276894c6.jpg,train,256,247,256,256
dataset\_work\crops\lettuce_v2i\anomala\27_jpg.rf.ebcacaed71b035c4c217e9e0276894c6__ann4841.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,27_jpg.rf.ebcacaed71b035c4c217e9e0276894c6.jpg,train,20,205,22,221
dataset\_work\crops\lettuce_v2i\anomala\images-28-_jpg.rf.ebcfbfac951c9b238748b9ec73820f4e__ann4842.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-28-_jpg.rf.ebcfbfac951c9b238748b9ec73820f4e.jpg,train,161,113,174,123
dataset\_work\crops\lettuce_v2i\anomala\Septoria_lactucae73_200x200_jpg.rf.ebcf4878ffca27156c3512f684a7d0fb__ann4843.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,Septoria_lactucae73_200x200_jpg.rf.ebcf4878ffca27156c3512f684a7d0fb.jpg,train,249,256,256,256
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161459_jpg.rf.ebddbdcd503b3f080b253e54093d2164__ann4844.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161459_jpg.rf.ebddbdcd503b3f080b253e54093d2164.jpg,train,237.5,147,256,159
dataset\_work\crops\lettuce_v2i\anomala\bacteria_jpg.rf.ebd38ef96df8b9e079e425bee49afb42__ann4845.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,bacteria_jpg.rf.ebd38ef96df8b9e079e425bee49afb42.jpg,train,181,104,195,113
dataset\_work\crops\lettuce_v2i\saudavel\TKMRITTWF5PH_jpg.rf.ebe257aacc40fc8cce5cfa9040455ec9__ann4846.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,TKMRITTWF5PH_jpg.rf.ebe257aacc40fc8cce5cfa9040455ec9.jpg,train,183,173.5,198,187
dataset\_work\crops\lettuce_v2i\anomala\lettuce-botrytis_jpg.rf.ebd1dbf1e9271536099b8885f0913fd2__ann4847.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,lettuce-botrytis_jpg.rf.ebd1dbf1e9271536099b8885f0913fd2.jpg,train,37,115,39,134
dataset\_work\crops\lettuce_v2i\anomala\ba16_jpg.rf.ebe61854c37e9d87dbd88f9f16122222__ann4848.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba16_jpg.rf.ebe61854c37e9d87dbd88f9f16122222.jpg,train,24,67,26,78
dataset\_work\crops\lettuce_v2i\anomala\s18_jpg.rf.ebe7e462d7f06c3051429f522b5ee333__ann4849.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s18_jpg.rf.ebe7e462d7f06c3051429f522b5ee333.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\11_jpg.rf.ebe6ceb5c149bdf03aad737b72027d33__ann4850.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,11_jpg.rf.ebe6ceb5c149bdf03aad737b72027d33.jpg,train,235,186,253,200
dataset\_work\crops\lettuce_v2i\saudavel\BNY58OC43T0B_jpg.rf.ebedb91e92b6b571c07ff80d68818990__ann4851.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,BNY58OC43T0B_jpg.rf.ebedb91e92b6b571c07ff80d68818990.jpg,train,256,190,256,205
dataset\_work\crops\lettuce_v2i\anomala\istockphoto-1308575738-1024x1024_jpg.rf.ebe896b5a87c4f099cf573cca9a947d0__ann4852.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,istockphoto-1308575738-1024x1024_jpg.rf.ebe896b5a87c4f099cf573cca9a947d0.jpg,train,142,184,153,198
dataset\_work\crops\lettuce_v2i\anomala\lettuce_septoriax1200_jpg.rf.ebee87e419e3c495aeb4380d910f1873__ann4853.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,lettuce_septoriax1200_jpg.rf.ebee87e419e3c495aeb4380d910f1873.jpg,train,256,256,256,256
dataset\_work\crops\lettuce_v2i\anomala\s15_jpg.rf.ebfd1edaf589b888f7de909995f58a17__ann4854.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s15_jpg.rf.ebfd1edaf589b888f7de909995f58a17.jpg,train,170,205,183,221
dataset\_work\crops\lettuce_v2i\anomala\images-3-_jpg.rf.ebf4fca6618e418d4c64ae751499bfc7__ann4855.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-3-_jpg.rf.ebf4fca6618e418d4c64ae751499bfc7.jpg,train,256,254,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-3-_jpg.rf.ec013a7b1eb5a03973e44986652d0aca__ann4856.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-3-_jpg.rf.ec013a7b1eb5a03973e44986652d0aca.jpg,train,230,249,248,256
dataset\_work\crops\lettuce_v2i\anomala\s10_jpg.rf.ec0315848e3f87b792cab5ddfc3ce37e__ann4857.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s10_jpg.rf.ec0315848e3f87b792cab5ddfc3ce37e.jpg,train,156,253,169,256
dataset\_work\crops\lettuce_v2i\saudavel\76_JPG_jpg.rf.ec0ec5e84cd062d7496a533c89ffd323__ann4858.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,76_JPG_jpg.rf.ec0ec5e84cd062d7496a533c89ffd323.jpg,train,97,146,104,158
dataset\_work\crops\lettuce_v2i\saudavel\images-14-_jpg.rf.ec03dbc0d61d58357a7af0d37a3dd309__ann4859.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-14-_jpg.rf.ec03dbc0d61d58357a7af0d37a3dd309.jpg,train,136,211,147,228
dataset\_work\crops\lettuce_v2i\saudavel\46_JPG_jpg.rf.ec0c272fc297deab078482fea06c083d__ann4860.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,46_JPG_jpg.rf.ec0c272fc297deab078482fea06c083d.jpg,train,211,213,227,231
dataset\_work\crops\lettuce_v2i\anomala\bacterialleafspot3_600px_jpg.rf.ec0d608769ec50eb156205f885f97256__ann4861.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,bacterialleafspot3_600px_jpg.rf.ec0d608769ec50eb156205f885f97256.jpg,train,99,88,106,99
dataset\_work\crops\lettuce_v2i\anomala\istockphoto-459957419-1024x1024_jpg.rf.ec207a579b777e58f69ca256b9f94251__ann4862.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,istockphoto-459957419-1024x1024_jpg.rf.ec207a579b777e58f69ca256b9f94251.jpg,train,59,106,65,115
dataset\_work\crops\lettuce_v2i\anomala\istockphoto-459957419-1024x1024_jpg.rf.ec207a579b777e58f69ca256b9f94251__ann4863.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,istockphoto-459957419-1024x1024_jpg.rf.ec207a579b777e58f69ca256b9f94251.jpg,train,135,61,156,66
dataset\_work\crops\lettuce_v2i\saudavel\15_JPG_jpg.rf.ec1c2ffa555d849c0e98fac7888d319a__ann4864.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,15_JPG_jpg.rf.ec1c2ffa555d849c0e98fac7888d319a.jpg,train,198,81,214,87
dataset\_work\crops\lettuce_v2i\anomala\ba17_jpg.rf.ec28d1f4560b9ae297618c8a23a5009e__ann4865.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,ba17_jpg.rf.ec28d1f4560b9ae297618c8a23a5009e.jpg,train,163,25,190,27
dataset\_work\crops\lettuce_v2i\anomala\bacterialleafspot3_600px_jpg.rf.ec2e1a4d3cefa78b9f74125fed2422bb__ann4866.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,bacterialleafspot3_600px_jpg.rf.ec2e1a4d3cefa78b9f74125fed2422bb.jpg,train,95,114,103,123
dataset\_work\crops\lettuce_v2i\saudavel\QMSNGOTSQTY5_jpg.rf.ec260fd8ec95331a16a94e49a4c53a1d__ann4867.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,QMSNGOTSQTY5_jpg.rf.ec260fd8ec95331a16a94e49a4c53a1d.jpg,train,256,205.5,256,223
dataset\_work\crops\lettuce_v2i\anomala\ba15_jpg.rf.ec14a253b0787df8ab9f8a92aca70415__ann4868.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba15_jpg.rf.ec14a253b0787df8ab9f8a92aca70415.jpg,train,75,89,81,96
dataset\_work\crops\lettuce_v2i\saudavel\fresh_230616_161716_2_jpg.rf.ec2e9101e5277453d0282ec2ec256a98__ann4869.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,fresh_230616_161716_2_jpg.rf.ec2e9101e5277453d0282ec2ec256a98.jpg,train,186,169,201,183
dataset\_work\crops\lettuce_v2i\saudavel\126_JPG_jpg.rf.ec3e498fc5a7dd4c1aae8d1ceb7f8e1c__ann4870.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,126_JPG_jpg.rf.ec3e498fc5a7dd4c1aae8d1ceb7f8e1c.jpg,train,256,187,256,201
dataset\_work\crops\lettuce_v2i\saudavel\39_JPG_jpg.rf.ec2f3fb4aa08f8f8429c87815d39af50__ann4871.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,39_JPG_jpg.rf.ec2f3fb4aa08f8f8429c87815d39af50.jpg,train,107,129,116,139
dataset\_work\crops\lettuce_v2i\anomala\ba20_jpg.rf.ec39201eb2c11643b9cae06e09b7e09b__ann4872.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba20_jpg.rf.ec39201eb2c11643b9cae06e09b7e09b.jpg,train,186.5,169.5,210,184
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.ec44f7401141c22cb7c0bd79183871fc__ann4873.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.ec44f7401141c22cb7c0bd79183871fc.jpg,train,28,30,30,35
dataset\_work\crops\lettuce_v2i\anomala\s02_jpg.rf.ec44f7401141c22cb7c0bd79183871fc__ann4874.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s02_jpg.rf.ec44f7401141c22cb7c0bd79183871fc.jpg,train,245,233,256,252
dataset\_work\crops\lettuce_v2i\saudavel\images-2-_jpg.rf.ec4614ff69e26a2ba8432d29b067825e__ann4875.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-2-_jpg.rf.ec4614ff69e26a2ba8432d29b067825e.jpg,train,162,92,187,99
dataset\_work\crops\lettuce_v2i\saudavel\images-2-_jpg.rf.ec4614ff69e26a2ba8432d29b067825e__ann4876.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-2-_jpg.rf.ec4614ff69e26a2ba8432d29b067825e.jpg,train,136,178,147,207
dataset\_work\crops\lettuce_v2i\anomala\ba17_jpg.rf.ec4bf162ed2f5b09f4c04be3d89b8da1__ann4877.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,ba17_jpg.rf.ec4bf162ed2f5b09f4c04be3d89b8da1.jpg,train,13,163,14,177
dataset\_work\crops\lettuce_v2i\anomala\-2-_jpg.rf.ec528fefcc132b1b248e6af881c92349__ann4878.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,-2-_jpg.rf.ec528fefcc132b1b248e6af881c92349.jpg,train,202,246,218,256
dataset\_work\crops\lettuce_v2i\saudavel\40_JPG_jpg.rf.ec59a745b505f48bea09dd62bdf868a3__ann4879.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,40_JPG_jpg.rf.ec59a745b505f48bea09dd62bdf868a3.jpg,train,255,196,256,212
dataset\_work\crops\lettuce_v2i\saudavel\96_jpg.rf.ec54cd81664b71005edb90fa1291e219__ann4880.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,96_jpg.rf.ec54cd81664b71005edb90fa1291e219.jpg,train,219,227,236,246
dataset\_work\crops\lettuce_v2i\saudavel\128_JPG_jpg.rf.5f488f61a16038daf5815bcad813ebf4__ann4881.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,128_JPG_jpg.rf.5f488f61a16038daf5815bcad813ebf4.jpg,train,99,139,107,151
dataset\_work\crops\lettuce_v2i\anomala\septoria3_600px_jpg.rf.5f4e6d45a87eab4287c44886aa18629e__ann4882.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,septoria3_600px_jpg.rf.5f4e6d45a87eab4287c44886aa18629e.jpg,train,101,160,109,174
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.5f0da7321ff84c8068712678abd95e9f__ann4883.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,images-11-_jpg.rf.5f0da7321ff84c8068712678abd95e9f.jpg,train,253,250,256,256
dataset\_work\crops\lettuce_v2i\anomala\images-11-_jpg.rf.5ef6136a9a0a362056e40e983b92c6cf__ann4884.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images-11-_jpg.rf.5ef6136a9a0a362056e40e983b92c6cf.jpg,train,48,209.5,51,226
dataset\_work\crops\lettuce_v2i\anomala\s19_jpg.rf.5f2e19ecbbd8c67e2243c6bccd072ad2__ann4885.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,s19_jpg.rf.5f2e19ecbbd8c67e2243c6bccd072ad2.jpg,train,174,178,201,193
dataset\_work\crops\lettuce_v2i\anomala\ba5_jpg.rf.5f1ab6041c782663722a72a924e8fbe1__ann4886.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,ba5_jpg.rf.5f1ab6041c782663722a72a924e8fbe1.jpg,train,110,183,118,202
dataset\_work\crops\lettuce_v2i\anomala\images_jpg.rf.5efb5af3534b46e1b508314712769a75__ann4887.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,images_jpg.rf.5efb5af3534b46e1b508314712769a75.jpg,train,97,144,105,166
dataset\_work\crops\lettuce_v2i\anomala\-2-_jpg.rf.5efa38ab455b017a363e5329e33fcfb1__ann4888.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Downy_mildew_on_lettuce,-2-_jpg.rf.5efa38ab455b017a363e5329e33fcfb1.jpg,train,238,181,256,196
dataset\_work\crops\lettuce_v2i\saudavel\39_JPG_jpg.rf.5f23b370beca5a46d06013a7ce1e49d5__ann4889.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,39_JPG_jpg.rf.5f23b370beca5a46d06013a7ce1e49d5.jpg,train,229,145,248,157
dataset\_work\crops\lettuce_v2i\saudavel\WD0HCX78EVXE_jpg.rf.5f3043707a79ffe8b12ca613d8d426d0__ann4890.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,WD0HCX78EVXE_jpg.rf.5f3043707a79ffe8b12ca613d8d426d0.jpg,train,215,218,233,235
dataset\_work\crops\lettuce_v2i\saudavel\normal16_png_jpg.rf.5f4998ad6b3c75dfdb98504010b1d0e9__ann4891.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,normal16_png_jpg.rf.5f4998ad6b3c75dfdb98504010b1d0e9.jpg,train,218,238,235,256
dataset\_work\crops\lettuce_v2i\anomala\17069-1-_jpg.rf.5ef5f602b4fb86137afc46a666624eb7__ann4892.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Bacterial,17069-1-_jpg.rf.5ef5f602b4fb86137afc46a666624eb7.jpg,train,256,216,256,233
dataset\_work\crops\lettuce_v2i\anomala\ba17_jpg.rf.5f4a42d46955a2c4a76200071e482f44__ann4893.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,ba17_jpg.rf.5f4a42d46955a2c4a76200071e482f44.jpg,train,13.5,164,16,177
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4894.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,95,140,102,161
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4895.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,117,60,136,64
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4896.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,199,202,215,218
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4897.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,64,119,69,138
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4898.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,16,44,19,48
dataset\_work\crops\lettuce_v2i\saudavel\images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427__ann4899.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,images-8-_jpg.rf.5f4d70db16f43e6f7d9bcbf4fb25f427.jpg,train,94,95,109,110
dataset\_work\crops\lettuce_v2i\saudavel\OI7ZNI1HNO0X_jpg.rf.5f45269cdcaeffd20072463eb0a75403__ann4900.jpg,saudavel,lettuce_v2i,Lettuce.v2i.coco,normal,OI7ZNI1HNO0X_jpg.rf.5f45269cdcaeffd20072463eb0a75403.jpg,train,239,250,256,256
dataset\_work\crops\lettuce_v2i\anomala\-9-_jpg.rf.5ef5af253a953b39efff0ef52b12e935__ann4901.jpg,anomala,lettuce_v2i,Lettuce.v2i.coco,Septoria_Blight_on_lettuce,-9-_jpg.rf.5ef5af253a953b39efff0ef52b12e935.jpg,train,185,166,200,179
